 ** Playing game examples/gridphysics/butterflies.txt, level examples/gridphysics/butterflies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:22.0, timesteps:663
1 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
2 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
3 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
4 Result (1->win; 0->lose):0, Score:6.0, timesteps:851
5 Result (1->win; 0->lose):0, Score:6.0, timesteps:565
6 Result (1->win; 0->lose):0, Score:18.0, timesteps:584
7 Result (1->win; 0->lose):0, Score:24.0, timesteps:625
8 Result (1->win; 0->lose):0, Score:8.0, timesteps:1000
9 Result (1->win; 0->lose):0, Score:8.0, timesteps:1000
10 Result (1->win; 0->lose):0, Score:30.0, timesteps:947
11 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
12 Result (1->win; 0->lose):0, Score:6.0, timesteps:627
13 Result (1->win; 0->lose):0, Score:8.0, timesteps:496
14 Result (1->win; 0->lose):0, Score:16.0, timesteps:958
15 Result (1->win; 0->lose):0, Score:14.0, timesteps:950
16 Result (1->win; 0->lose):0, Score:10.0, timesteps:940
17 Result (1->win; 0->lose):0, Score:8.0, timesteps:802
18 Result (1->win; 0->lose):0, Score:10.0, timesteps:991
19 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
20 Result (1->win; 0->lose):0, Score:34.0, timesteps:941
21 Result (1->win; 0->lose):0, Score:8.0, timesteps:588
22 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
23 Result (1->win; 0->lose):0, Score:16.0, timesteps:707
24 Result (1->win; 0->lose):0, Score:36.0, timesteps:1000
25 Result (1->win; 0->lose):0, Score:8.0, timesteps:563
26 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
27 Result (1->win; 0->lose):0, Score:8.0, timesteps:643
28 Result (1->win; 0->lose):0, Score:22.0, timesteps:656
29 Result (1->win; 0->lose):0, Score:38.0, timesteps:804
30 Result (1->win; 0->lose):0, Score:8.0, timesteps:860
31 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
32 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
33 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
34 Result (1->win; 0->lose):0, Score:8.0, timesteps:610
35 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
36 Result (1->win; 0->lose):0, Score:2.0, timesteps:604
37 Result (1->win; 0->lose):0, Score:32.0, timesteps:963
38 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
39 Result (1->win; 0->lose):0, Score:10.0, timesteps:566
40 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
41 Result (1->win; 0->lose):0, Score:4.0, timesteps:859
42 Result (1->win; 0->lose):0, Score:8.0, timesteps:860
43 Result (1->win; 0->lose):0, Score:4.0, timesteps:674
44 Result (1->win; 0->lose):0, Score:14.0, timesteps:754
45 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
46 Result (1->win; 0->lose):0, Score:8.0, timesteps:724
47 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
48 Result (1->win; 0->lose):0, Score:8.0, timesteps:860
49 Result (1->win; 0->lose):0, Score:8.0, timesteps:814
50 Result (1->win; 0->lose):0, Score:10.0, timesteps:618
51 Result (1->win; 0->lose):0, Score:10.0, timesteps:612
52 Result (1->win; 0->lose):0, Score:8.0, timesteps:860
53 Result (1->win; 0->lose):0, Score:10.0, timesteps:800
54 Result (1->win; 0->lose):0, Score:34.0, timesteps:1000
55 Result (1->win; 0->lose):0, Score:10.0, timesteps:628
56 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
57 Result (1->win; 0->lose):0, Score:10.0, timesteps:682
58 Result (1->win; 0->lose):0, Score:8.0, timesteps:814
59 Result (1->win; 0->lose):0, Score:8.0, timesteps:860
60 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
61 Result (1->win; 0->lose):0, Score:12.0, timesteps:780
62 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
63 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
64 Result (1->win; 0->lose):0, Score:4.0, timesteps:774
65 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
66 Result (1->win; 0->lose):0, Score:28.0, timesteps:852
67 Result (1->win; 0->lose):0, Score:8.0, timesteps:814
68 Result (1->win; 0->lose):0, Score:28.0, timesteps:1000
69 Result (1->win; 0->lose):0, Score:8.0, timesteps:664
70 Result (1->win; 0->lose):0, Score:28.0, timesteps:801
71 Result (1->win; 0->lose):0, Score:8.0, timesteps:604
72 Result (1->win; 0->lose):0, Score:32.0, timesteps:1000
73 Result (1->win; 0->lose):0, Score:24.0, timesteps:862
74 Result (1->win; 0->lose):0, Score:30.0, timesteps:1000
75 Result (1->win; 0->lose):0, Score:32.0, timesteps:1000
76 Result (1->win; 0->lose):0, Score:20.0, timesteps:814
77 Result (1->win; 0->lose):0, Score:30.0, timesteps:909
78 Result (1->win; 0->lose):0, Score:10.0, timesteps:616
79 Result (1->win; 0->lose):0, Score:24.0, timesteps:720
80 Result (1->win; 0->lose):0, Score:34.0, timesteps:948
81 Result (1->win; 0->lose):0, Score:8.0, timesteps:860
82 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
83 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
84 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
85 Result (1->win; 0->lose):0, Score:8.0, timesteps:1000
86 Result (1->win; 0->lose):0, Score:8.0, timesteps:860
87 Result (1->win; 0->lose):0, Score:34.0, timesteps:895
88 Result (1->win; 0->lose):0, Score:26.0, timesteps:793
89 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
90 Result (1->win; 0->lose):0, Score:36.0, timesteps:856
91 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
92 Result (1->win; 0->lose):0, Score:8.0, timesteps:860
93 Result (1->win; 0->lose):0, Score:8.0, timesteps:860
94 Result (1->win; 0->lose):0, Score:28.0, timesteps:601
95 Result (1->win; 0->lose):0, Score:12.0, timesteps:732
96 Result (1->win; 0->lose):0, Score:8.0, timesteps:860
97 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
98 Result (1->win; 0->lose):0, Score:10.0, timesteps:850
99 Result (1->win; 0->lose):0, Score:8.0, timesteps:604
100 Result (1->win; 0->lose):0, Score:18.0, timesteps:721
101 Result (1->win; 0->lose):0, Score:22.0, timesteps:809
102 Result (1->win; 0->lose):0, Score:26.0, timesteps:638
103 Result (1->win; 0->lose):0, Score:12.0, timesteps:573
104 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
105 Result (1->win; 0->lose):0, Score:6.0, timesteps:637
106 Result (1->win; 0->lose):0, Score:8.0, timesteps:604
107 Result (1->win; 0->lose):0, Score:22.0, timesteps:746
108 Result (1->win; 0->lose):0, Score:42.0, timesteps:831
109 Result (1->win; 0->lose):0, Score:44.0, timesteps:803
110 Result (1->win; 0->lose):0, Score:24.0, timesteps:766
111 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
112 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
113 Result (1->win; 0->lose):0, Score:14.0, timesteps:668
114 Result (1->win; 0->lose):0, Score:26.0, timesteps:875
115 Result (1->win; 0->lose):0, Score:8.0, timesteps:643
116 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
117 Result (1->win; 0->lose):0, Score:10.0, timesteps:724
118 Result (1->win; 0->lose):0, Score:4.0, timesteps:867
119 Result (1->win; 0->lose):0, Score:8.0, timesteps:643
120 Result (1->win; 0->lose):0, Score:22.0, timesteps:831
121 Result (1->win; 0->lose):0, Score:8.0, timesteps:860
122 Result (1->win; 0->lose):0, Score:20.0, timesteps:737
123 Result (1->win; 0->lose):0, Score:24.0, timesteps:1000
124 Result (1->win; 0->lose):0, Score:36.0, timesteps:982
125 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
126 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
127 Result (1->win; 0->lose):0, Score:30.0, timesteps:837
128 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
129 Result (1->win; 0->lose):0, Score:8.0, timesteps:643
130 Result (1->win; 0->lose):0, Score:32.0, timesteps:800
131 Result (1->win; 0->lose):0, Score:36.0, timesteps:944
132 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
133 Result (1->win; 0->lose):0, Score:8.0, timesteps:643
134 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
135 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
136 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
137 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
138 Result (1->win; 0->lose):0, Score:32.0, timesteps:1000
139 Result (1->win; 0->lose):0, Score:8.0, timesteps:860
140 Result (1->win; 0->lose):0, Score:32.0, timesteps:1000
141 Result (1->win; 0->lose):0, Score:28.0, timesteps:947
142 Result (1->win; 0->lose):0, Score:28.0, timesteps:1000
143 Result (1->win; 0->lose):0, Score:8.0, timesteps:643
144 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
145 Result (1->win; 0->lose):0, Score:28.0, timesteps:1000
146 Result (1->win; 0->lose):0, Score:26.0, timesteps:636
147 Result (1->win; 0->lose):0, Score:8.0, timesteps:860
148 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
149 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
150 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
151 Result (1->win; 0->lose):0, Score:8.0, timesteps:643
152 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
153 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
154 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
155 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
156 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
157 Result (1->win; 0->lose):0, Score:10.0, timesteps:653
158 Result (1->win; 0->lose):0, Score:12.0, timesteps:790
159 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
160 Result (1->win; 0->lose):0, Score:22.0, timesteps:742
161 Result (1->win; 0->lose):0, Score:28.0, timesteps:947
162 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
163 Result (1->win; 0->lose):0, Score:30.0, timesteps:807
164 Result (1->win; 0->lose):0, Score:30.0, timesteps:947
165 Result (1->win; 0->lose):0, Score:8.0, timesteps:860
166 Result (1->win; 0->lose):0, Score:8.0, timesteps:643
167 Result (1->win; 0->lose):0, Score:24.0, timesteps:741
168 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
169 Result (1->win; 0->lose):0, Score:8.0, timesteps:860
170 Result (1->win; 0->lose):0, Score:28.0, timesteps:947
171 Result (1->win; 0->lose):0, Score:24.0, timesteps:628
172 Result (1->win; 0->lose):0, Score:28.0, timesteps:947
173 Result (1->win; 0->lose):0, Score:8.0, timesteps:643
174 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
175 Result (1->win; 0->lose):0, Score:28.0, timesteps:947
176 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
177 Result (1->win; 0->lose):0, Score:12.0, timesteps:658
178 Result (1->win; 0->lose):0, Score:20.0, timesteps:925
179 Result (1->win; 0->lose):0, Score:32.0, timesteps:838
180 Result (1->win; 0->lose):0, Score:26.0, timesteps:760
